,stem_review,polarity_score,sentiment
1424,prabowo debat hindar argumen,-1,negatif
1425,kayak nya anies cocok pimpin indonesiamaju rakyat indonesia mndukungmu,-2,negatif
1426,indonesia loh ragu sih kalo pilih pragib,-5,negatif
1427,menyakinkan ide program prabowo akan presiden main boneka,3,positif
1428,a href a href a href,0,netral
1429,ragu kalo gibran wapres alam nya umur muda banget,-1,negatif
1430,pokok baik anies baswedankarena anies cerdas pikir visi misi cerdasdan kpu netral amanah wasit tengah adil,8,positif
1431,gaspol broprabowo gibran indonesia maju,0,netral
1432,program program pragib pintas bagus sulit laksana deh,-2,negatif
1433,rakyat pilih pragib nyalon x gagal,-6,negatif
1434,segi debat calon presiden anies cerdas gagas bagusdibandingkan kerja pragib,4,positif
1435,program pragib,0,netral
1436,ganjar,2,positif
1437,maaf kuramg program prabowo gibran jelas program visi misi pasang amin,3,positif
1438,halah opo lho anies isone berkatakata thok kerja nol,-6,negatif
1439,orang jakrta omong sih,-4,negatif
1440,pragib x alami kalah,-7,negatif
1441,prabowo presiden anis wakil presiden ganjar tri sosial cocok dahhh,13,positif
1442,kalh nyalon pilih pragib,-2,negatif
1443,pragib ketar tir bingung ikut program,-6,negatif
1444,sih sistem kerja pragib,-2,negatif
1445,harun mas hambalang,0,netral
1446,ragu khawatir pilih pragib,-9,negatif
1447,tahan prabowo jago alam ganjar anis retorika,5,positif
1448,ganjar ganjarsemangat,2,positif
1449,doa baik anies gus imin jalan pimpin indonesia arah amin presiden bra href,2,positif
1450,akak wowowowo katrok,0,netral
1451,gasspoll bro prabowo gibran indonesia maju,0,netral
1452,gaspol bro prabowo gibran indonesia maju,0,netral
1453,pilih ku prabowo,-2,negatif
1454,moga pasang anies cak imin sukses jalan politik kombinasi alam visi harap bawa maju sejahtera masyarakat,8,positif
1455,gasspoll depan,0,netral
1456,sss s,0,netral
1457,gassspooolll bro prabowo gibran indonesia maju,0,netral
1458,s s,0,netral
1459,gassspooolll broo prabowo gibran indonesia maju,0,netral
1460,kpu kpu saudara milu aman tangan tangan durhaka,-3,negatif
1461,harap mohon kpu adil paslon presiden pilih rakyat,2,positif
1462,bkalau video muhammad aisya nan pink min balas komentar oten goa hira kafir masehi abad tahunb,-2,negatif
1463,gaspol bro prabowo gibran indonesia maju,0,netral
1464,ya pasang pragib calon kali ragu,5,positif
1465,prabowo tua pimpin indonesia percaya pasang no,2,positif
1466,anies baswedan pimpin tangguh inovatif libat aktif tingkat kualitas didik program prorakyat,7,positif
1467,pragib nih kemarin bingung siap,1,positif
1468,kali kalahmeragukan,0,netral
1469,ya percaya program kerja pragib,8,positif
1470,gagal kalijadi ragu,-7,negatif
1471,beda dapat beda gagasangagasan pragib gregetjadi ragu,-7,negatif
1472,gaspol paslon no,0,netral
1473,pilih pimpin pintar omong cinta indonesia pihak rakyat,-7,negatif
1474,dukung pragib tonton malam ragu janganjangan kalah,-8,negatif
1475,gaspoll bro prabowo gimran indonesia maju,0,netral
1476,capres kayak anis,-3,negatif
1477,gaspoll bro prabowo gibran indonesia maju,0,netral
1478,khawatir pimpin pragib,-4,negatif
1479,jujurly milu nya st dukung prabowo kali pragib blundeer,4,positif
1480,pragib bingung debat,3,positif
1481,khawatir delan indonesia pimpin pragibbrkedepan nya indonesia maju amin,-4,negatif
1482,serius mah kalo prgib pilih pimpin indonesia indonesia kacau,-7,negatif
1483,program pragib laksana lancar,2,positif
1484,kerja pragib,2,positif
1485,program kerja laku prabowo gibran menyakinkan kalo debat cawapres menyakinkan anies cerdas bijak sesuai data,4,positif
1486,ganjar mahfud the best pasang ideal,9,positif
1487,program kerja pragibbrlanjut semogga milu aman amin,2,positif
1488,sosok pimpin anies butuh negeri cerdas santun bawa ubah,-5,negatif
1489,gaspol broprabowo gibran indonesia maju,0,netral
1490,moga pasang amin pimpin bawa ubah positif,7,positif
1491,pragib x nyalon kalah mulu gila kuasa kpntingan pribadi,-2,negatif
1492,pakai anis,0,netral
1493,moga pasang anis calon pimpin senantiasa berkah bijaksana kuat pimpin adil tanggung moga langkah bawa maju sejahtera masyarakat,7,positif
1494,program kerja prabowo gibran,2,positif
1495,waduhh pimpin indonesia pragib kalo debat hasil,6,positif
1496,khawatir nih kalo indonesia pimpin pragib depan,-4,negatif
1497,tenang prabowo tenang santay mas gibran tegang lo pakk,12,positif
1498,negara pimpin prabowo,0,netral
1499,prabowo gibran debat,3,positif
1500,pintar omong kerja nya bagus pintar omong mah vicky prasetyo pinter lihat laku omong nya,-5,negatif
1501,pilih pragib kali nyalon imbang nya,-3,negatif
1502,timbul ragu gagal moga jalan,-9,negatif
1503,kerja pragib kayak deh brharus adil,0,netral
1504,anies si lu p e r brkpu wkwk umur hidup kali acara resmi negara doa kpu boneka,2,positif
1505,ragu pilih pragrib,-5,negatif
1506,ragu nya kalo pilih pasang no,-1,negatif
1507,gasspol bro prabowo gibran indonesia maju,0,netral
1508,khawatir nih kalo indonesia mimpi joss hehehe,-2,negatif
1509,sorry ya mas anies pilih amin,-2,negatif
1510,khawatir kalo delan pimpin pragib mudah pasang no menang amin,2,positif
1511,prwb gbrn bingung,0,netral
1512,progamnya,0,netral
1513,tanggap netijen raham prsiden,3,positif
1514,swing votter tonton debat semalamsy gambar capres bawa indonesia maju makmur adil titip suara anies rasyid baswedan,2,positif
1515,gas poll bro prabowo gibran indonesia maju,-4,negatif
1516,saksi debat kemarin pilih no,2,positif
1517,bgasspoll bro prabowo gibran indonesia majub,0,netral
1518,gasspoll bro prabowo gibran ondonesia maju,0,netral
1519,pilih pasang pragib kali kalah ditahunquot mending pensiun,-6,negatif
1520,gasspoll bro prabowo gibran indonesia maju,0,netral
1521,tolong timsesnya berisik ganggu debat,0,netral
1522,kali calon kerja prabowo,2,positif
1523,bingung brada bijak brbrya depa cari ubah pilih ya tanggung semangat capres cawapres,-1,negatif
1524,gasspol bro prabowo gibran indonesia maju,0,netral
1525,gaspoll bro prabowo gibran indonesia maju,0,netral
1526,tonton debat prabowo bingung sapai lawan debat hehhe,-1,negatif
1527,gaspoll bro prabowo gibran indonesia maju,0,netral
1528,gaspol bro prabowo gibran indonesia maju,0,netral
1529,coba deh next depan tonton nya reak reak kuis njeer calon pimpin negara hikmat,-2,negatif
1530,prabowo gibran sudut pandang maju perintah kurang alam mas gibran,-1,negatif
1531,gaspol bro prabowo gibran indonesia maju,0,netral
1532,like anisgt,0,netral
1533,gaspol bro prabowo gibran indonesia maju,0,netral
1534,gaspol bro prabowo gibran indonesia maju,0,netral
1535,gaspol brooo prabowo gibran indonesia majuu,0,netral
1536,debat calon presiden kuasa pasang aminpasangan pragib kebingungandan kuasa debat,19,positif
1537,pimpin moga amanah sih,6,positif
1538,gaspoll bro prabowo gibran indonesia maju,0,netral
1539,ngiang debat capres smalam brapresiasi kpu umur kali tonton debat capres gelar kpu bagus amp syh mmutuskn mmilih salah paslonbrterimakasih kpu ri,0,netral
1540,gaspol bro prabowo gibran indonesia maju,0,netral
1541,gaspoll bro prabowo gibran indonesia maju,0,netral
1542,gas pol bro prabowo gibran sosok emosional nir gagas cocok pimpin indonesia,-6,negatif
1543,gaspol prabowo gibran indonesia maju,0,netral
1544,gaspol bro prabowo gibran indonesia maju,0,netral
1545,gaspollll broo prabowo gibran indonesia maju,0,netral
1546,anies r,0,netral
1547,gaspoll bro prabowo gibran indonesia maju,0,netral
1548,gaspol bro prabowo gibran indonesia maju,0,netral
1549,gaspoll bro prabowo gibran indonesia maju,0,netral
1550,gaspoll prabowo gibran indonesia,0,netral
1551,gaspoll bro indonesia maju,0,netral
1552,gaspoll bro prabowo gibran indonesia maju,0,netral
1553,desa dampit dukung pakai prabowo tenang pakai desa desa milik pakai prabowo siplin,9,positif
1554,gaspoll bro prabowo gibran indonesia maju,0,netral
1555,anies gawat sapu bersih,-8,negatif
1556,gaspoll bro prabowo gibran indonesia maju,0,netral
1557,salah pilih ganjar makmud capres berkwatastdak prabowo a jwabanya z ganjar makmud berkwatas,-2,negatif
1558,gaspoll brooo prabowo gibran indonesia maju,0,netral
1559,gaspol bro prabowo gibran indonesia maju,0,netral
1560,a href,0,netral
1561,buzzernya anies bgt,0,netral
1562,gaspoll bro prabowo gibran indonesia maju,0,netral
1563,all aan android,0,netral
1564,desa dampit ploso prabowo hibur tenang desa pakai prabowok,4,positif
1565,debat capres prabowo jawabanya mutu a jwaban,5,positif
1566,gaspol bro prabowo gibran indonesia maju,0,netral
1567,gaspol bro prabowo gibran indonesia maju,0,netral
1568,debat paslon no pakai emosi sentimen brjauh no layakkk,-1,negatif
1569,melek pakai prawowo orang nya siplin,0,netral
1570,gaspoll bro prabowo gibran indonesia maju,0,netral
1571,gaspol bro prabowo gibran indonesia maju,0,netral
1572,pakk prabowooo,0,netral
1573,sabang merauke ganjar jawa timur hadir dengar,3,positif
1574,anis unggul,0,netral
1575,beda emosi capedeh,-3,negatif
1576,anies lambe lam,3,positif
1577,no pintar omong krja nolbrno sat set presiden,-1,negatif
1578,anies marah lawan debat nya emosi hadap senyum,-5,negatif
1579,marah pintar akting,-5,negatif
1580,supardivotoklo watak tutup tahun kenal beliau orgnya beda branding gemoy pepet kemarin langsung watak asli emosi,2,positif
1581,anies marah girang sulut emosi prabowo,-3,negatif
1582,supardivoto akting bg orang emosi ganjar prabowo anies tinggal individu kontrol emosi nya akting gantung orang kontrol emosi orang nya tempramental tunjuk anies stabilitas emosi tau,-7,negatif
1583,petualangchannelbener,0,netral
1584,presiden urut anies fokus kota jakarta peduli indonesia,6,positif
1585,pragib bingung debat kasih dapat nya putar mutar titik poin an debat,6,positif
1586,a href momen gibran pandu sorak,0,netral
1587,menang suara doang,0,netral
1588,anies lugas data cakep,5,positif
1589,a href,0,netral
1590,program kerja pragib tengok belakang program kerja beliau beda beliau calon hasil,5,positif
1591,anies tampil percaya argumen logis,-4,negatif
1592,amat hasil debat capressaya program program pasang prabowogibransangat ragu,11,positif
1593,program kerja pragib,2,positif
1594,debat amin cermin pimpin,6,positif
1595,pandang lihat visi misi nya pragib visi misi beliau alami gagal pandang argumen beliau debat ragu,-2,negatif
1596,ragu program kerja pragib maaf ya prabowo kurang emosional sejuk hati rakyat jelata,-6,negatif
1597,mudeng,0,netral
1598,binggung ya acara debat capres pragib bahaya,2,positif
1599,good job kpu capres bagus sesuai porsi prabowo capres latar tni ahli strategi otak intelgen bicara the point simple anies budayawan sastrawan dosen pintar main oermainan bagus dominan sdgkan ganjar selebritas tebar pesona kadang tancap kadang ngerem tto serang semangat anies attack tajam dominan,25,positif
1600,prabowo kayak siap yabrada brpaslon bingung amp,-2,negatif
1601,pandang lihat visi misi nya pragib pandang argumen beliau debat ragu pimpin negara pikir tindak layak,0,netral
1602,anies cermin pimpin bukti beliau pimpin dki semangat amin,3,positif
1603,wowo faham ya pas polusi v blunder,3,positif
1604,program kerja pragib laksana nya,2,positif
1605,anies baik semangat anies orang cerdas cendikiawan indonesia ubah moga keluarga lengkap sukses amin,9,positif
1606,ragu kali kalah milu ya indonesia depan kalo pimpin pragib bahaya,-8,negatif
1607,pilih ngeri,-6,negatif
1608,pragib bingung aju beliau muas debat lihat segi pikir tanggap,6,positif
1609,program prabowogibran tuh kayak gimik,-3,negatif
1610,prabowo calon presiden indonesia moga anies menang,3,positif
1611,ragu indonesia depan kalo pimpin pragib bahaya,-8,negatif
1612,visi misi prabowo ragu pilih mohon maaf pilih,-6,negatif
1613,puas pasang pragib program kerja nya beliau,9,positif
1614,sangsi indonesia depan kalo pimpin pragib bahaya,-9,negatif
1615,moga amin lancar pilpress semangat amin,6,positif
1616,jawa pilih amin pimpin semangat amin,1,positif
1617,percaya program kerja pragib,4,positif
1618,pragrib milu aga ragu milu kali nyalon,-3,negatif
1619,jujur lihat prabowo masuk dalam panggung debat capres prabowo bingung gelisah ya,8,positif
1620,nomor kayak bingung,-3,negatif
1621,ragu kerja prabowogibranbrbagaimanapun hebat kalo keluarga presiden kandidat gibranbrprestasinya ya,7,positif
1622,anies debat nya kayak cerdas cermat bobot anies hidup debat,-2,negatif
1623,prabowo gibran gibran alam banget,2,positif
1624,debat presiden,6,positif
1625,a href akak wowo sopan tahi,-5,negatif
1626,pilih lantang manis mendgongeng,1,positif
1627,tonton program kerja pragib,-2,negatif
1628,bagus debat capres sdikit lihat orgnya dukung prabowo anis ganjar bismillah moga next presiden bawa ubah maju negara amin,14,positif
1629,moga no urut menang cipung jaya,4,positif
1630,ragu pilih pragib kalah berturutturut,-9,negatif
1631,jujur khawatir indonesia pimpin prabowo sifat prabowo galak,-1,negatif
1632,ragu pilih pragib kali kalah nyalon upaya keras pragib pilih mampu visi,-14,negatif
1633,harap rakyat kpu betulbetul netral maju indonesia,0,netral
1634,orang kualitas pimpin prabowo kalah berturutturut gambar ketidakmampuan menang percaya masyarakat pilih,-2,negatif
1635,mohon maaf prabowo dukung alih anies program kerja ragu,2,positif
1636,ragu kait pasang pragib fokus jelas bangun percaya komunikasi buka,1,positif
1637,quotsaya ragu pilih pragib kali kalah benarbenar milik mampu menangquot,-10,negatif
1638,khawatir delan indonesia pimpin pragib indonesia,-4,negatif
1639,a href href,0,netral
1640,kalah pilih indikator pragib milik dukung masyarakat,-1,negatif
1641,khawatir indonesia pragib komunikasi buka rinci visi program cemas atas,-11,negatif
1642,pragib pasang milik track record asal partai politik beda timbul potensi konflik bryang rakyat ragu pilih pragib,-3,negatif
1643,masyarakat milik prabowo alami kali kalah pilih hasil cipta ragu daya tarik dukung publik,-2,negatif
1644,khawatir indonesia pimpin prabowo subianto milik rekam jejak kontroversial timbul polarisasi masyarakat,-7,negatif
1645,orang ragu kait mampu pasang prabowo gibran kelola isu ekonomi kompleks ketidakpastian muncul kurang rincian program,-6,negatif
1646,pasang prabowo gibran bingung ikut debat siap tau gagas cocok buat,3,positif
1647,khawatir prabowo presiden mas indonesia bawa arah mana menginat ketidakpastian kait arah bijak strategi ambil,-14,negatif
1648,program kerja prabowo gibran program butuh kesiap matang serius lancar program sedang prabowo gibran serius,-11,negatif
1649,amin cawapres kuat lengkap keren semangat amin,1,positif
1650,kali kalah nyalon cipta ketidakyakinan paham program visi pragib,-2,negatif
1651,aduh ya pimpin calon kalah kali,-2,negatif
1652,rasa ragu kali kalah nyalon wajar informasi jelas atas ketidakyakinan,-18,negatif
1653,momen debat prabowo sulit konkret struktur cipta kesan bingung visi strategi,11,positif
1654,semangat debath pragib debat ya indonesia pimpin merekaapakah ubah,10,positif
1655,masyarakat hasil program kerja usung prabowo gibran kurang rincian strategi atas isu sosial ekonomi hadap negara,1,positif
1656,amin,0,netral
1657,anies kali prediksi bdialognyabrpak ganjar bahar kesalahn bicara bhati hati penasaran tim nya ganjarbrpak prabowo mohon emosi takut,-7,negatif
1658,semangat prabowo,3,positif
1659,mohon maaf nih tinggal jakarta tuh pas gubernur,0,netral
1660,allah anies baswedan is the best pokok nya allah menang putar amin,9,positif
1661,dialok otak mati,-1,negatif
1662,prabowogibran,0,netral
1663,bpak prabowo panass tanggap bpk anis,3,positif
1664,saran kpu moderator ganti sempat pemuda pemudi mjd mederator jg,-3,negatif
1665,wow banget cocok presiden indonesia anies putus gaib bukti nyata kompeten no moga allah jalan baik indonesia amin,5,positif
1666,anis bocah,0,netral
1667,khawatir indonesia ragu pilih pasang pragib informasi hilang ragu a href a href,-10,negatif
1668,prabowo ubah ya debat kecewa,7,positif
1669,a href,0,netral
1670,a href madura anis,0,netral
1671,video viral pragib ragu brdan mas gibran alam,-2,negatif
1672,ganjar konkrit penjelasantidak teoritis,2,positif
1673,pragib gagal x nyalon debat ketidakmampuan pragib,-1,negatif
1674,pragib bingung ikut debat,0,netral
1675,cerdas pimpin,0,netral
1676,gibran bisa debat tunggu ide gagas,2,positif
1677,salah fokus kualitas streamingnya ya,5,positif
1678,pragib x nyalon please bawa baik negeri syeram,-3,negatif
1679,prabowo gibran cocok mimpin indonesia orang belakang,1,positif
