komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment
entahlah dengan paslon no 2 ini saya tidak percaya jatuhnya itu saya malah kasihan karena pragib enggak ada yang back up intelektual integritas dan kemampuan menangani masalah dengan baik,"['paslon', 'no', '2', 'percaya', 'jatuh', 'kasihan', 'pragib', 'back', 'up', 'intelektual', 'integritas', 'mampu', 'tangan']",3,positif,1,Positif
cerdasnya pak anies dalam setiap menanggapi pertanyaan membuat saya jadi ragu dengan pragib,"['cerdas', 'anies', 'tanggap', 'ragu', 'pragib']",0,netral,0,Positif
2 kali nyalon gagal lagi terus nyalon lagi kayaknya gagal maning ini hehehe capek ya huhu huu,"['2', 'kali', 'nyalon', 'gagal', 'nyalon', 'kayak', 'gagal', 'maning', 'hehehe', 'capek', 'ya', 'huhu', 'huu']",-7,negatif,-1,Negatif
2 kali nyalon gagal lagi terus nyalon lagi kayaknya gagal maning ini hehehe,"['2', 'kali', 'nyalon', 'gagal', 'nyalon', 'kayak', 'gagal', 'maning', 'hehehe']",-11,negatif,-1,Negatif
aku enggak mau punya pemimpin pemarahemosian,"['pimpin', 'pemarahemosian']",0,netral,0,Netral
gue jadi ragu nih ye kalau yang mimpin nomor 2 enggak terbayang hancur aduh aku kok jadi semakin ngeri bagaimana begitu ya kalo presiden nya nomor urut 2,"['gue', 'ragu', 'nih', 'ye', 'mimpin', 'nomor', '2', 'bayang', 'hancur', 'aduh', 'ngeri', 'ya', 'kalo', 'presiden', 'nya', 'nomor', 'urut', '2']",0,netral,0,Negatif
dari debat capres mantap pilih no 1bryang mau perubahan pro rakyat ya amin,"['debat', 'capres', 'mantap', 'pilih', 'no', '1bryang', 'ubah', 'pro', 'rakyat', 'ya', 'amin']",10,positif,1,Positif
merindingmaju pak anies indonesia butuh sosok bpk,"['merindingmaju', 'anies', 'indonesia', 'butuh', 'sosok', 'bpk']",-5,negatif,-1,Positif
aduh aku kok jadi semakin ngeri bagaimana begitu ya kalo presiden nya nomor urut 2,"['aduh', 'ngeri', 'ya', 'kalo', 'presiden', 'nya', 'nomor', 'urut', '2']",1,positif,1,Negatif
komentar semua pak anies apa pada enggak melihat bagaimana tanggapan pak anies tentang rohingya,"['komentar', 'anies', 'tanggap', 'anies', 'rohingya']",3,positif,1,Positif
yang jelas saya tidak percaya dengan praban yang prabowo sudah terlalu tua dan gibran terlalu muda tidak berpengalaman tidak punya integritas bagaimana mungkin negara jika dipimpin merekasebaiknya paslon no 2 mundur saja,"['percaya', 'praban', 'prabowo', 'tua', 'gibran', 'muda', 'alam', 'integritas', 'negara', 'pimpin', 'merekasebaiknya', 'paslon', 'no', '2', 'mundur']",-3,negatif,-1,Negatif
sekedar masukan tolong ganti konsep nya biar enggak kayak anak sekolah lagi di hukum suruh berdiri depan kelas terus buat pendukung kalo bisa jangan kebanyakan biar paslon pada fokus terimakasih,"['dar', 'masuk', 'tolong', 'ganti', 'konsep', 'nya', 'biar', 'kayak', 'anak', 'sekolah', 'hukum', 'suruh', 'diri', 'kelas', 'dukung', 'kalo', 'banyak', 'biar', 'paslon', 'fokus', 'terimakasih']",-5,negatif,-1,Negatif
aku tidak yakin dengan pasangan pragin untuk menang kali ini apalagi prabowo sudah 2x gagal masa mau menambah jadi 3x,"['pasang', 'pragin', 'menang', 'kali', 'prabowo', '2x', 'gagal', 'tambah', '3x']",2,positif,1,Negatif
wakanda no more indonesia forever,"['wakanda', 'no', 'more', 'indonesia', 'forever']",0,netral,0,Netral
dua kali kalah mulu capresnya cawapresnya baru banget terpilih karena kerja bapaknya apa cukup layak pasangan ini gue sh ragu,"['kali', 'kalah', 'mulu', 'capresnya', 'cawapresnya', 'banget', 'pilih', 'kerja', 'bapak', 'layak', 'pasang', 'gue', 'sh', 'ragu']",-3,negatif,-1,Negatif
khawatir deh masa depan indonesia jika dipimpin pragib secara 2 kali kalah mulu capresnya cawapresnya baru banget terpilih karena kerja bapaknya,"['khawatir', 'deh', 'indonesia', 'pimpin', 'pragib', '2', 'kali', 'kalah', 'mulu', 'capresnya', 'cawapresnya', 'banget', 'pilih', 'kerja', 'bapak']",-6,negatif,-1,Negatif
semoga kpu 2024 adalah kpu yang bersih,"['moga', 'kpu', '2024', 'kpu', 'bersih']",1,positif,1,Positif
banyuwangi jawa timur dukung paslon 1 sukses terpilih tahun 2024 amin,"['banyuwangi', 'jawa', 'timur', 'dukung', 'paslon', '1', 'sukses', 'pilih', '2024', 'amin']",5,positif,1,Positif
keren pak anies,"['keren', 'anies']",0,netral,0,Positif
prabowo gibran,"['prabowo', 'gibran']",0,netral,0,Netral
btuhan menunjukkan kasihnya kepada kita dengan mengirimkan putranya yesus kristus yang mati dan bangkit dari kematian untuk memberi kita hidup yang kekalb bjika anda mengaku dengan mulut anda bahwa tuhan yesus dan percaya dalam hati anda bahwa allah telah membangkitkan dia dari kematianb bdia akan memberi anda hadiah hidup kekal yang cumacumab bdia juga berjanji untuk menyembuhkan tubuh andab blihatlah ke atas di langit dan bertanya pada tuhanb,"['btuhan', 'kasih', 'kirim', 'putra', 'yesus', 'kristus', 'mati', 'bangkit', 'mati', 'hidup', 'kekalb', 'bjika', 'aku', 'mulut', 'tuhan', 'yesus', 'percaya', 'hati', 'allah', 'bangkit', 'kematianb', 'bdia', 'hadiah', 'hidup', 'kekal', 'cumacumab', 'bdia', 'janji', 'sembuh', 'tubuh', 'andab', 'blihatlah', 'langit', 'tuhanb']",7,positif,1,Positif
yakin aku lihat pak prabowo ini performa dia didalam debat pertama capres ini adalah percaya diri meskipun dikeroyok 1 amp 3 mantab pakbrbrbpak prabowo pejuang bukan hadapibbrbrfrombrbrrafael manalu mahasiswa unimed,"['lihat', 'prabowo', 'performa', 'dalam', 'debat', 'capres', 'percaya', 'keroyok', '1', 'amp', '3', 'mantab', 'pakbrbrbpak', 'prabowo', 'juang', 'hadapibbrbrfrombrbrrafael', 'manalu', 'mahasiswa', 'unimed']",8,positif,1,Positif
bocil tantrum provokator berulangulang harusnya di tegasin atau usir keluar panggung saja memalukan,"['bocil', 'tantrum', 'provokator', 'berulangulang', 'tegasin', 'usir', 'panggung', 'malu']",-6,negatif,-1,Negatif
aku heran salah angin apa broh angin kok kaulah yang dikambinghitamkan sih anies baswedan,"['heran', 'salah', 'angin', 'broh', 'angin', 'kau', 'dikambinghitamkan', 'sih', 'anies', 'baswedan']",-3,negatif,-1,Negatif
anies the next presiden amin,"['anies', 'the', 'next', 'presiden', 'amin']",1,positif,1,Positif
ganjar pranowo paten jika dia jadi presiden tugasnya adalah mencari dan menemukan koordinat letak kuburan paten coy,"['ganjar', 'pranowo', 'paten', 'presiden', 'tugas', 'cari', 'temu', 'koordinat', 'letak', 'kubur', 'paten', 'coy']",3,positif,1,Positif
saya ragu dengan anis negara ini bisa bubar jika anis jadi presiden,"['ragu', 'anis', 'negara', 'bubar', 'anis', 'presiden']",0,netral,0,Positif
all ini prabowo,"['all', 'prabowo']",0,netral,0,Netral
prabowo patriotik sejati,"['prabowo', 'patriotik', 'sejati']",3,positif,1,Positif
baru tau aku tugas ganjar jika jadi presiden nantinya adalahbr1 mencari kuburan korban penculikan br2 menemukan koordinat letak kuburan korban penculikan brbrluar biasa ganjar pranowo ini jika jadi presiden tugasnya sebagai presiden adalah mencari dan menemukan koordinat letak kuburan korban penculikan,"['tau', 'tugas', 'ganjar', 'presiden', 'adalahbr1', 'cari', 'kubur', 'korban', 'culi', 'br2', 'temu', 'koordinat', 'letak', 'kubur', 'korban', 'culi', 'brbrluar', 'ganjar', 'pranowo', 'presiden', 'tugas', 'presiden', 'cari', 'temu', 'koordinat', 'letak', 'kubur', 'korban', 'culi']",-7,negatif,-1,Positif
hahaha,['hahaha'],0,netral,0,Negatif
bapak prabowo vs everybody,"['prabowo', 'vs', 'everybody']",0,netral,0,Netral
melihat debat malam kemarin jadi ragu dengan kapasitas paslon no urut 2 yang emosian dan kadang jawabannya keluar konteks,"['debat', 'malam', 'kemarin', 'ragu', 'kapasitas', 'paslon', 'no', 'urut', '2', 'emosi', 'kadang', 'jawab', 'konteks']",2,positif,1,Negatif
wah mau jadi apa negeri ini jika dipimpin oleh pemimpin yang emosian seperti paslon no urut 2,"['negeri', 'pimpin', 'pimpin', 'emosi', 'paslon', 'no', 'urut', '2']",-1,negatif,-1,Negatif
prabowo,['prabowo'],0,netral,0,Positif
pasti akan banyak sekali generasi anak muda yang akan pilih amin,"['generasi', 'anak', 'muda', 'pilih', 'amin']",-10,negatif,-1,Negatif
saya suka sekali dengan program kerja yang diutarakan pak anies,"['suka', 'program', 'kerja', 'utara', 'anies']",4,positif,1,Positif
saya kurang yakin dengan pasangan prabowo gibran karena dengan pengalaman pak prabowo yang sudah 2x nyalon dan kalah terus,"['pasang', 'prabowo', 'gibran', 'alam', 'prabowo', '2x', 'nyalon', 'kalah']",1,positif,1,Negatif
melihat peforma apa prabowo dalam debat ini saya prihatin jikalau indonesia dipimpin oleh mereka berdua,"['forma', 'prabowo', 'debat', 'prihatin', 'indonesia', 'pimpin', 'dua']",0,netral,0,Positif
bayangkan kalo sih manis jadi presiden apapun masalahnya solusinya dikasih syair2 amp rangkaian katakata indah,"['bayang', 'kalo', 'sih', 'manis', 'presiden', 'apa', 'solusi', 'kasih', 'syair2', 'amp', 'rangkai', 'katakata', 'indah']",6,positif,1,Positif
2024 anies presiden,"['2024', 'anies', 'presiden']",3,positif,1,Positif
saya yakin kpu akan jurdil karena penyelenggara pemilu orang yang takut akan dosa,"['kpu', 'jurdil', 'selenggara', 'milu', 'orang', 'takut', 'dosa']",-4,negatif,-1,Negatif
dengan mengamati debat pertama saya mengusulkan kepada kpu untuk bisa menyediakan tempat duduk untuk para caprescawapres dalam menyampaikan gagasan waktu untuk menanggapi gagasan para capreswacapres di tambah lalu pengambilan undian terlalu rumit biograsinya langsung 1 kali saja diambil saat pengundian dan kalau bisa hindari dalam debat menyerang pribadi masingmasing cawapres gagasan yang dimaksud dalam debat ini merupakan kalau seandainya masingmasing capres terpilih nanti jadi presiden apa tindakan dan komitmen nya nanti sehingga terbentuk debat yang berkualitas dan enak di pandang posisi capres menyampaikan dan menanggapi jawaban tidak maksimal agak terganggu karena fisik masingmasing capres tidak kuat dan mengganggu konsentrasi nya nksh,"['amat', 'debat', 'usul', 'kpu', 'sedia', 'duduk', 'caprescawapres', 'gagas', 'tanggap', 'gagas', 'capreswacapres', 'ambil', 'undi', 'rumit', 'biograsinya', 'langsung', '1', 'kali', 'ambil', 'undi', 'hindar', 'debat', 'serang', 'pribadi', 'masingmasing', 'cawapres', 'gagas', 'debat', 'anda', 'masingmasing', 'capres', 'pilih', 'presiden', 'tindak', 'komitmen', 'nya', 'bentuk', 'debat', 'kualitas', 'enak', 'pandang', 'posisi', 'capres', 'tanggap', 'maksimal', 'ganggu', 'fisik', 'masingmasing', 'capres', 'kuat', 'ganggu', 'konsentrasi', 'nya', 'nksh']",11,positif,1,Positif
bissmillahbrkpu yang jujur dan adil harga mati untuk indonesia raya,"['bissmillahbrkpu', 'jujur', 'adil', 'harga', 'mati', 'indonesia', 'raya']",6,positif,1,Positif
anies presiden 2024,"['anies', 'presiden', '2024']",3,positif,1,Positif
pak anis menang mutlak sih di episode ini,"['anis', 'menang', 'mutlak', 'sih', 'episode']",-4,negatif,-1,Negatif
amin tidak boleh disiasiakan,"['amin', 'disiasiakan']",0,netral,0,Positif
bapak prabowo yang paling santai menghadapi serangan dari kanan dan kiri dia selalu tegak dengan segala yang ada tidak mencela dan menyerang kekurangan paslonquot yang lain salut untuk bapak prabowo,"['prabowo', 'santai', 'hadap', 'serang', 'kanan', 'kiri', 'tegak', 'cela', 'serang', 'kurang', 'paslonquot', 'salut', 'prabowo']",-16,negatif,-1,Negatif
pak anis,['anis'],0,netral,0,Positif
anies amin,"['anies', 'amin']",0,netral,0,Positif
pendukung paslon 2 ribut bgt nyeselin,"['dukung', 'paslon', '2', 'ribut', 'bgt', 'nyeselin']",4,positif,1,Positif
ada yang pintar merayu rakyat dengan kata katanya padahal enggak ada satupun bukti apalagi wakilnya yang merebut partai,"['pintar', 'rayu', 'rakyat', 'satu', 'bukti', 'wakil', 'rebut', 'partai']",-7,negatif,-1,Negatif
pak anis mantap,"['anis', 'mantap']",5,positif,1,Positif
mantap anies the next presiden,"['mantap', 'anies', 'the', 'next', 'presiden']",6,positif,1,Positif
amin insyaallah,"['amin', 'insyaallah']",2,positif,1,Positif
rakyat sudah tau mana calo presiden yang bermutu brbranis baswedan harus naik karena visi dan misiya jelas,"['rakyat', 'tau', 'calo', 'presiden', 'mutu', 'brbranis', 'baswedan', 'visi', 'misiya']",3,positif,1,Positif
khawatir negara sebesar indonesia di pimpin oleh seorang yang belum berpengalaman dan teruji ditambah karena dengan cara instan dia mendapatkanbrbisa hancur suatu bangsa,"['khawatir', 'negara', 'indonesia', 'pimpin', 'alam', 'uji', 'tambah', 'instan', 'mendapatkanbrbisa', 'hancur', 'bangsa']",1,positif,1,Positif
saya semakin yakin paang no 1 tidak akan menang di pemilu 2024,"['paang', 'no', '1', 'menang', 'milu', '2024']",-1,negatif,-1,Negatif
anis presiden 2024 kobulkan ya allah,"['anis', 'presiden', '2024', 'kobulkan', 'ya', 'allah']",12,positif,1,Positif
ya allah semoga kpu jujur,"['ya', 'allah', 'moga', 'kpu', 'jujur']",13,positif,1,Positif
pak anis sukses terus pak kami mendukung mu pak,"['anis', 'sukses', 'dukung', 'mu']",7,positif,1,Positif
semoga pasangan amin diberikan kebijaksanaan kekuatan dan panduan untuk memimpin indonesia dengan adil serta mampu membawa kemajuan dan kesejahteraan bagi seluruh rakyat,"['moga', 'pasang', 'amin', 'bijaksana', 'kuat', 'pandu', 'pimpin', 'indonesia', 'adil', 'bawa', 'maju', 'sejahtera', 'rakyat']",3,positif,1,Positif
khawatirkan kalo indonesia di pimpin prabowo gibrankarena mereka berdua tidak cocok memimpin negeri iniapa lagi gibran belum berpengalaman,"['khawatir', 'kalo', 'indonesia', 'pimpin', 'prabowo', 'gibrankarena', 'dua', 'cocok', 'pimpin', 'negeri', 'iniapa', 'gibran', 'alam']",-4,negatif,-1,Negatif
1 dan 3 kayaknyajawaban nya lebih bernilai,"['1', '3', 'kayaknyajawaban', 'nya', 'nila']",2,positif,1,Positif
anies baswedan memperlihatkan kepemimpinan yang tanggap dan inovatif selama masa jabatannya,"['anies', 'baswedan', 'pimpin', 'tanggap', 'inovatif', 'jabat']",0,netral,0,Positif
pak anis nganjuk mendukung tetap no1 amin,"['anis', 'nganjuk', 'dukung', 'no1', 'amin']",4,positif,1,Positif
wkwkw kbnyakan akun bot yang komen dukung anis dibayar brpa,"['wkwkw', 'kbnyakan', 'akun', 'bot', 'komen', 'dukung', 'anis', 'bayar', 'brpa']",0,netral,0,Netral
memang tarif kau berapacoba spill sini,"['tarif', 'kau', 'berapacoba', 'spill']",0,netral,0,Netral
tetap dukung pak anis baswedan,"['dukung', 'anis', 'baswedan']",4,positif,1,Positif
kalo komen untuk anies banyak dikira buzzer memang situ salam perubahan,"['kalo', 'komen', 'anies', 'buzzer', 'situ', 'salam', 'ubah']",0,netral,0,Negatif
ada keraguan terkait program kerja pragib perlu lebih banyak informasi dan rincian yang jelas untuk membantu memperkuat keyakinan dalam mendukung mereka,"['ragu', 'kait', 'program', 'kerja', 'pragib', 'informasi', 'rincian', 'bantu', 'kuat', 'yakin', 'dukung']",4,positif,1,Positif
apakah kpu bisa dipercaya pilihan kami amin,"['kpu', 'percaya', 'pilih', 'amin']",0,netral,0,Positif
setelah dua kali kalah nyalon rasanya kurang yakin untuk memilih pragib,"['kali', 'kalah', 'nyalon', 'pilih', 'pragib']",-6,negatif,-1,Negatif
ini nya pada bazer,"['nya', 'bazer']",0,netral,0,Negatif
benar banget sih pak prabowo di jateng beli pupuk sangat susah,"['banget', 'sih', 'prabowo', 'jateng', 'beli', 'pupuk', 'susah']",-3,negatif,-1,Negatif
saya salud dengan capres no urut 1 anis yes dan top ten mohon pihak tim komisioner kpu pusattetap komitmen dengan tugas serta fungsi nya anis is the besth saya tetap komitmen dengan anda ini baru pantas pimpin negara yang santai tetapi pasti di basmi dan arif cerdas dan bijak berantas korupsi dan hukum adat beretika,"['salud', 'capres', 'no', 'urut', '1', 'anis', 'yes', 'top', 'ten', 'mohon', 'tim', 'komisioner', 'kpu', 'pusattetap', 'komitmen', 'tugas', 'fungsi', 'nya', 'anis', 'is', 'the', 'besth', 'komitmen', 'pimpin', 'negara', 'santai', 'basmi', 'arif', 'cerdas', 'bijak', 'berantas', 'korupsi', 'hukum', 'adat', 'etika']",-1,negatif,-1,Positif
kalau pemilu 2024 bejalan dengan jujur dan bersih dari kecurangan berarti demokrasi indonesia berjalan mulus berdasarkan uud 4,"['milu', '2024', 'bejalan', 'jujur', 'bersih', 'curang', 'demokrasi', 'indonesia', 'jalan', 'mulus', 'dasar', 'uud', '4']",-3,negatif,-1,Negatif
salam abcdaku balitar cinta damairahayuperdebatan kalian hanya bikin malapetakakursi istana bukan piala,"['salam', 'abcdaku', 'balitar', 'cinta', 'damairahayuperdebatan', 'bikin', 'malapetakakursi', 'istana', 'piala']",2,positif,1,Negatif
prabowo subianto ri 1 ke,"['prabowo', 'subianto', 'ri', '1']",0,netral,0,Positif
prabowo gibran ri 1 amp 2 2024,"['prabowo', 'gibran', 'ri', '1', 'amp', '2', '2024']",0,netral,0,Positif
prabowo subianto ri 1 ke,"['prabowo', 'subianto', 'ri', '1']",0,netral,0,Positif
yang bner buka mata bner kelihatan mana yang apa adanya dengan yang berkosakata merayu rakyat untuk dipilih yowes singgung menyinggung tapi segitu sukanya kah sama rayuan kosa kata kayak untuk terlihat lebih baik enggak apaapa kalo memang sesuai tapi saya lebih condong ke rill apa adanya ya negara ini banyak pduduk enggak mungkin enggak ada kekurangan di situlah semoga pmpin berikutnya memberantas sjujurnya bner enggak suka debat enggak sehat yang kesannya menjatuhkan 1 sisi untuk menang bisa dilihat siapa yang nyenggol sedari awal ya buruk ya enggak benar tapi debat sehat untuk dipilih tetap dengan mghargai pemimpin terdahulu benar enggak benar dia memang belum smprna masih banyak masalah di sinilah pimpinan baru mesti hadir menata lebih baik bukan semata semua kata secara gamblang diterima amp terbujuk mesti pandai melihat keseriusan tekad bukan semata rayuan ini kayaknya belum komplit kita butuh debat berikutnya amp melihat lebih pdgan masing calon masih bimbang woiibrbrterkesima dengan gagasannya tapi sisi menjatuhkan untuk menang tetap enggak bisa diterimabremosi yang ditakutkan juga enggak bisa diterimabrmotivasinya lumayan tapi janji tinggi takutnya mgecewakanbrbrdebat sehat ini bukan soal rayuan mesti abc menang tapi lihat dari segala sisi ketepatan orang itu untuk jadi pemimpinngga dari cara dia akan mwujudkannya bagaimana amp caranya menang pemilu ini secara sehatgmna bingung woilahh,"['bner', 'buka', 'mata', 'bner', 'kosakata', 'rayu', 'rakyat', 'pilih', 'yowes', 'singgung', 'singgung', 'segitu', 'suka', 'kah', 'rayu', 'kosa', 'kayak', 'apaapa', 'kalo', 'sesuai', 'condong', 'rill', 'ya', 'negara', 'pduduk', 'kurang', 'situ', 'moga', 'pmpin', 'berantas', 'sjujurnya', 'bner', 'suka', 'debat', 'sehat', 'kesan', 'jatuh', '1', 'sisi', 'menang', 'nyenggol', 'dar', 'ya', 'buruk', 'ya', 'debat', 'sehat', 'pilih', 'mghargai', 'pimpin', 'smprna', 'pimpin', 'mesti', 'hadir', 'tata', 'gamblang', 'terima', 'amp', 'bujuk', 'mesti', 'pandai', 'serius', 'tekad', 'rayu', 'kayak', 'komplit', 'butuh', 'debat', 'amp', 'pdgan', 'calon', 'bimbang', 'woiibrbrterkesima', 'gagas', 'sisi', 'jatuh', 'menang', 'diterimabremosi', 'takut', 'diterimabrmotivasinya', 'lumayan', 'janji', 'takut', 'mgecewakanbrbrdebat', 'sehat', 'rayu', 'mesti', 'abc', 'menang', 'lihat', 'sisi', 'tepat', 'orang', 'pemimpinngga', 'mwujudkannya', 'amp', 'menang', 'milu', 'sehatgmna', 'bingung', 'woilahh']",-49,negatif,-1,Negatif
amin yallah anis dan muhaimin,"['amin', 'yallah', 'anis', 'muhaimin']",0,netral,0,Positif
anies pintar,"['anies', 'pintar']",0,netral,0,Positif
insya allah anis rasyid baswedan,"['insya', 'allah', 'anis', 'rasyid', 'baswedan']",5,positif,1,Positif
